word,a_to_h_letter_count,frequency_score,a_to_h_sequence,match_status,puzzle_id,fen,moves,rating,rating_deviation,popularity,nb_plays,themes,lichess_url,opening_tags,daily_date
"fjord","2","2212","fd","exact","RsQf7","3k4/p7/1p1b4/5B1p/2P2qP1/7K/PPQ4P/8 w - - 0 40","g4h5 f4f3 h3h4 d6e7","1600","75","100","1173","endgame mate mateIn2 short","https://lichess.org/Djnfk4ER#79","",""
"spend","2","2211","ed","exact","XaSPY","r4rk1/1p1q1ppp/pb1p4/3Pp3/P1BnN3/1P1Q3R/5PPP/3R2K1 b - - 5 21","b6a7 e4f6 g7f6 d3h7","1600","75","100","491","discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short","https://lichess.org/aHfwEHnO/black#42","",""
"kebab","4","2210","ebab","exact","1IKqD","6n1/5Q2/6pk/4Kp1p/3N1P2/4P1P1/1q2B2P/4n3 w - - 4 41","e2h5 e1d3 e5d5 b2a2 d4b3 a2b3 d5d4 b3f7","1734","74","100","137","crushing endgame skewer veryLong","https://lichess.org/OD0dxXll#81","",""
"guild","2","2209","gd","exact","VaC34","r5k1/ppp3pp/2q1p1N1/4n1B1/2P1Q3/3P4/P5PP/5RK1 b - - 0 22","c6e4 g6e7 g8h8 d3e4","1600","75","100","294","advantage endgame intermezzo short","https://lichess.org/WEneRKPC/black#44","",""
"aback","4","2208","abac","exact","tqZ88","8/5kpp/Pp3p2/1N6/8/6P1/1P2PK1P/2r5 b - - 1 28","f7e7 a6a7 c1c8 b5c7 e7d6 a7a8q c8a8 c7a8","1368","76","100","704","advancedPawn advantage endgame promotion quietMove veryLong","https://lichess.org/6gKJxBsq/black#56","",""
"alone","2","2207","ae","exact","P1dWS","r2r2k1/p5Pp/b1p2p2/5Bp1/6R1/8/PPP3P1/2K4R w - - 1 29","h1h7 a6e2 h7h1 e2g4","1608","75","100","538","advantage endgame master short","https://lichess.org/6NYbFDUP#57","",""
"hatch","4","2206","hach","exact","LnC7X","8/1R6/P3pkp1/rB3p2/5P2/7p/2K5/8 w - - 0 50","b7b6 h3h2 b5c6 a5c5 c2d2 c5c6 b6c6 h2h1q","1652","75","97","2564","advancedPawn crushing endgame exposedKing promotion veryLong","https://lichess.org/tcUmOOjQ#99","",""
"hyper","2","2205","he","exact","RMu7R","8/8/r3p2R/3P4/8/p3k3/K7/8 b - - 0 57","e3e4 h6e6 e4d4 e6a6","1599","76","100","398","crushing endgame master rookEndgame short","https://lichess.org/FhzWSS9n/black#114","",""
"thumb","2","2204","hb","exact","jTc2O","rnb1kb1Q/ppp1n3/6pB/8/2pPp3/8/PPP2PqP/RN2KR2 b Qq - 1 11","c8h3 h8f8 e8d7 b1d2","1605","76","100","117","advantage middlegame short","https://lichess.org/fGKTZITm/black#22","Latvian_Gambit Latvian_Gambit_Mayet_Attack",""
"dowry","1","2203","d","exact","uG3WI","r3k2r/1p3ppp/p3p3/2b1Nb2/3q1P2/8/PP1N1PPP/R2QK2R w KQkq - 2 13","d2b3 d4f2","1598","87","100","81","middlegame","https://lichess.org/w91OAYux#25","Indian_Defense Indian_Defense_Accelerated_London_System",""
"ought","2","2202","gh","exact","48nC9","5r2/1p4Q1/1b4Bp/3pkP1P/3p4/2p5/2P3PK/2q5 b - - 0 36","e5f4 g7h6 f4g4 h6c1","1600","76","100","99","endgame","https://lichess.org/MQcOB0ZB/black#72","",""
"belch","4","2201","bech","exact","AnZpU","2R1r1k1/1p4pp/p3p3/b3Pp2/3q3B/1Q6/1P4PP/7K b - - 1 32","e8c8 b3e6 g8h8 e6c8 a5d8 c8d8 d4d8 h4d8","1481","78","90","2673","advantage endgame fork veryLong","https://lichess.org/zwmaJvQO/black#64","",""
"dutch","3","2200","dch","exact","XIALx","2k4r/1pp2p2/2pb4/4p3/4P3/P1NP1Pqr/1PP2QP1/R4RK1 w - - 0 22","f2g3 d6c5 d3d4 c5d4 f1f2 h3h1","1608","74","100","1069","kingsideAttack long mate mateIn3 middlegame pin","https://lichess.org/fhF7YVFb#43","",""
"tweed","3","2199","eed","exact","3hmYE","8/4kpN1/Q5p1/1pp5/6P1/2P1r3/p7/3b2K1 w - - 4 46","a6a2 e3e1 g1f2 e1e2 a2e2 d1e2","1599","76","100","432","crushing endgame exposedKing fork long","https://lichess.org/FcDFO6p8#91","",""
"comet","2","2198","ce","exact","DxIWE","8/3R4/p3pk2/1p3r2/4R3/1P2K3/1P3P1P/2r5 w - - 11 47","d7d6 c1e1 e3d4 e1d1","1600","76","100","323","crushing endgame rookEndgame short","https://lichess.org/OcfRptIU#93","",""
"jaunt","1","2197","a","exact","KR2B2","r6r/2p3p1/p1kbp3/3nN3/2NP1p1p/2P5/PP3PPP/R1B3K1 b - - 3 23","c6b5 a2a4","1589","79","100","677","mate mateIn1 middlegame oneMove","https://lichess.org/AqquI9tJ/black#46","",""
"enema","3","2196","eea","exact","PlsfG","1k2r3/p1p5/1pP5/3ppq2/PP2R1P1/8/4Q1K1/8 b - - 0 43","f5g5 e2a6 g5d2 e4e2 d2e2 a6e2","1598","75","100","475","crushing defensiveMove endgame long","https://lichess.org/TTlhbaY9/black#86","",""
"steed","3","2195","eed","exact","uh1Df","8/5p2/5P1k/4K2p/4B2P/1b6/8/8 b - - 4 57","b3a2 e4d5 a2d5 e5d5 h6g6 d5e5","1599","75","100","1455","bishopEndgame crushing defensiveMove endgame long zugzwang","https://lichess.org/nyNlwoFY/black#114","",""
"abyss","2","2194","ab","exact","yUUZH","1r5k/2p3p1/p1Q3p1/3p2Pp/2nPp3/qNP1P3/P1K3P1/1B2R3 w - h6 0 27","g5h6 a3b2 c2d1 b2b1","1601","74","100","393","crushing deflection interference middlegame short","https://lichess.org/REfICvdF#53","",""
"growl","1","2193","g","exact","OP4vx","r3k2r/ppp2pp1/3p3p/3N2q1/2BpP3/P1KP2b1/1PP1Q3/R6R w kq - 0 18","c3d4 g3e5","1601","75","100","357","mate mateIn1 middlegame oneMove","https://lichess.org/plrmRMJI#35","Italian_Game Italian_Game_Anti-Fried_Liver_Defense",""
"fling","2","2192","fg","exact","88jhL","8/5k2/6p1/6Qq/5P2/6K1/5P2/8 b - - 4 58","h5g5 f4g5 f7e6 g3f4","1600","75","100","357","crushing defensiveMove endgame short","https://lichess.org/zAZfHoHm/black#116","",""
"dozen","2","2191","de","exact","3Hrlo","r4rk1/1p3p2/p4Q1p/4p3/1P4P1/3q3P/PP3P2/R1B1K2R w KQ - 0 17","f6h6 d3e4 c1e3 e4h1","1601","117","100","63","equality fork middlegame short","https://lichess.org/PYR38ubU#33","",""
"boozy","1","2190","b","exact","7xWDJ","k1r5/pp1Q4/4pN2/3p4/3P2P1/b4P2/Pq1rK3/1R2R3 w - - 0 40","e2e3 b2d4","1598","78","100","1237","mate mateIn1 middlegame oneMove","https://lichess.org/Hf7T8C6K#79","",""
"erode","3","2189","ede","exact","VOp6m","1k2r3/pp6/2rbN2p/5pp1/1P1p4/P5P1/4R2P/4R2K b - - 2 34","d6c7 e6d4 e8e2 d4c6 b7c6 e1e2","1604","125","100","73","endgame","https://lichess.org/ZTxZ4sci/black#68","",""
"world","1","2188","d","exact","agNLO","2kr2nr/ppp3pp/2n2p2/3Q4/q4Pb1/2B3N1/PPP3PP/2KR1B1R w - - 8 14","d5b3 d8d1","1606","76","100","2078","mate mateIn1 oneMove opening queensideAttack","https://lichess.org/fULB76lo#27","Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation",""
"gouge","3","2187","gge","exact","Z0xDL","6k1/pp3p2/4qbpQ/3p4/3P2p1/2P2P2/PP3K2/7R w - - 4 32","h1e1 g4g3 f2f1 g3g2 f1g2 e6e1","1595","78","100","100","endgame","https://lichess.org/DVDMCH9b#63","",""
"click","2","2186","cc","exact","th1tp","r3k2r/pb3pp1/2p1p2p/8/2q3P1/b1P1BQ2/PP3PBP/R3K1R1 w Qkq - 1 15","e1c1 c4c3 c1b1 c3b2","1600","76","100","1264","mate mateIn2 middlegame pin queensideAttack short","https://lichess.org/LuZvqjFf#29","Sicilian_Defense Sicilian_Defense_Scheveningen_Variation",""
"briar","2","2185","ba","exact","t0wYE","r1b1k2r/p2pppbp/6p1/q1p1P3/1nP5/P1Q5/1P1N1PPP/R1B1KB1R w KQkq - 3 12","d2b3 b4c2 e1d2 a5c3","1600","75","100","525","advantage discoveredAttack opening pin short","https://lichess.org/NYZtJzF7#23","Sicilian_Defense Sicilian_Defense_Accelerated_Dragon",""
"great","3","2184","gea","exact","e8F4u","rn1q1b1r/p1ppk3/1p3pQ1/8/5P2/5P2/PPP4P/R1B1K2R b KQ - 0 12","d7d6 g6e4 e7d7 e4a8 b8c6 a8d8","1598","77","100","916","advantage fork long middlegame","https://lichess.org/T3MPFP2R/black#24","Bird_Opening Bird_Opening_Wagner-Zwitersch_Gambit",""
"altar","2","2183","aa","exact","frjDz","8/6k1/1K3bp1/P7/7p/1P3N2/8/8 b - - 0 51","g6g5 a5a6 g5g4 a6a7","1599","74","100","267","advancedPawn crushing endgame short","https://lichess.org/OgtEOJBy/black#102","",""
"blurt","1","2182","b","exact","X5uzX","1r5r/Q2k1ppp/4p3/1N1pP3/1b6/7P/P4PP1/5K2 b - - 8 26","d7c6 b5d4","1598","116","100","17","endgame","https://lichess.org/HFq15EH9/black#52","",""
"coast","2","2181","ca","exact","A0YwB","r1r1b1k1/3n1pp1/q2Bp2p/2p5/1RPP4/pQ2P1P1/P4PBP/2R3K1 w - - 0 25","g2a8 c5b4 a8f3 a6d6","1596","74","100","261","advantage master middlegame short","https://lichess.org/x7WVxNNF#49","",""
"duchy","3","2180","dch","exact","l4khZ","k6r/1p3q2/p7/5p2/3Q1Pn1/1P6/PKRR3r/8 b - - 7 40","h2d2 d4h8 a8a7 c2d2 f7f6 h8f6","1591","75","100","585","advantage endgame hangingPiece intermezzo long","https://lichess.org/l2R29Oh1/black#80","",""
"groin","1","2179","g","exact","nslZu","4r1k1/2p2pp1/p2p3p/1p1P2q1/3NPP2/PPQ1n1Pr/5R1K/R7 w - - 0 32","h2h3 g5h5","1602","74","100","160","middlegame","https://lichess.org/bftF1DVU#63","",""
"fixer","2","2178","fe","exact","okCT9","5rk1/5ppp/pn6/1p2q3/1P1pR3/P2P4/B4QPP/6K1 b - - 0 33","e5g5 f2f7 f8f7 e4e8","1600","76","100","1969","endgame mate mateIn2 pin sacrifice short","https://lichess.org/VzIZSMJO/black#66","",""
"group","1","2177","g","exact","2qdAj","r1bqr3/pp1n1kpB/2pb1pNp/3p4/3P1PP1/2N5/PPQ2P1P/2KRR3 b - - 5 17","d7f8 g6h8","1603","125","100","21","middlegame","https://lichess.org/Bufeb1JS/black#34","Semi-Slav_Defense Semi-Slav_Defense_Other_variations",""
"rogue","2","2176","ge","exact","cLEdH","6k1/ppp3pp/5p2/3P3r/3P2Q1/4P3/P4KPq/4R3 b - - 4 27","h5d5 g4e6 g8f8 e6d5","1601","75","100","1149","advantage endgame fork short","https://lichess.org/Se5x0im5/black#54","",""
"badly","3","2175","bad","exact","jB6kk","6k1/5pp1/4p2p/8/p3P3/3pBP1P/3Q2PK/1q6 w - - 0 34","d2c1 b1c1 e3c1 a4a3 c1a3 d3d2","1628","75","100","435","advancedPawn crushing endgame long","https://lichess.org/I5wBJfCF#67","",""
"smart","1","2174","a","exact","531KH","8/8/p2B2kp/2p3p1/KpPb2P1/P4R1P/r1P5/8 w - - 1 42","a4b3 a2a3","1588","75","100","550","endgame mate mateIn1 oneMove","https://lichess.org/KUpmCEcc#83","",""
"pithy","1","2173","h","exact","7ICpr","r1b1rk2/pp3pp1/3P1n2/q1p1p3/PbP1N3/2NP4/1P3PP1/R2QKB1R b KQ - 0 14","f6e4 h1h8","1600","78","100","349","mate mateIn1 middlegame oneMove","https://lichess.org/QdUChP27/black#28","Scandinavian_Defense Scandinavian_Defense_Modern_Variation",""
"gaudy","3","2172","gad","exact","TxXrh","r7/5kR1/p2Pp2B/Pp1nP3/2pp3r/8/1P3PP1/6K1 b - - 2 34","f7f8 g7a7 h4h6 a7a8 f8g7 d6d7","1571","88","100","32","endgame master","https://lichess.org/MpmMsZ0g/black#68","",""
"chill","2","2171","ch","exact","Y5ghE","r6r/pp1b1Rpp/3kp3/q2p3Q/8/P1NBP3/1PP3PP/6K1 b - - 6 18","d7e8 c3e4 d5e4 h5a5","1600","88","100","74","crushing middlegame short","https://lichess.org/sexqY3Qf/black#36","Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation",""
"heron","2","2170","he","exact","bMAJq","2kr3r/1pp1qpp1/p1n1p1p1/8/3bNP2/3P4/PPP1B1PP/R2Q1R1K w - - 5 17","c2c3 h8h2 h1h2 e7h4","1599","77","100","1017","attraction kingsideAttack mate mateIn2 middlegame sacrifice short","https://lichess.org/AJDNmmd3#33","Scandinavian_Defense Scandinavian_Defense_Valencian_Variation",""
"vodka","2","2169","da","exact","eXexU","2k4r/1b6/4R3/1pppP3/1N1q4/3B4/PPKQ1R2/7r w - - 0 30","b4c6 d4a4 b2b3 a4a2","1599","77","100","331","crushing middlegame short","https://lichess.org/8jMXwiHU#59","",""
"finer","2","2168","fe","exact","SDzus","4k3/5p1p/p7/2B1p3/3p4/2K1P1P1/2R2qBP/1r5R w - - 0 29","e3d4 f2e3 c3c4 e3b3","1599","75","100","887","endgame mate mateIn2 short","https://lichess.org/aOm9hXZS#57","",""
"surer","1","2167","e","exact","b7CKA","r3kb1r/pp2qppp/5n2/2p1n3/1PPp4/PN3P2/1B3PPP/R2QKB1R w KQkq - 4 11","b3c5 e5f3","1594","76","100","1386","doubleCheck mate mateIn1 oneMove opening","https://lichess.org/A8xVTsVz#21","Queens_Gambit_Declined Queens_Gambit_Declined_Albin_Countergambit",""
"radio","2","2166","ad","exact","mxHxJ","8/3b4/2pb1kp1/8/R5P1/3K4/8/8 b - - 5 53","f6g5 a4d4 d7g4 d4d6","1598","108","100","84","endgame equality short","https://lichess.org/rrnOb0lV/black#106","",""
"rouge","2","2165","ge","exact","BSDmJ","r2q1rk1/pp1n2pn/3bp2p/2pp4/3Pp1QN/1PP4P/P4PP1/RNB2RK1 b - - 3 17","h7f6 g4e6 f8f7 e6d6","1602","75","100","112","opening","https://lichess.org/84ICg4iB/black#34","Scandinavian_Defense Scandinavian_Defense_Other_variations",""
"perch","3","2164","ech","exact","QpKUz","4nr1k/6q1/p1BpQ2p/8/P7/1PR5/6PP/6K1 b - - 0 30","g7c3 e6h6 h8g8 c6d5 f8f7 h6g6","1600","86","100","40","endgame","https://lichess.org/F12yKUji/black#60","",""
"retch","3","2163","ech","exact","e2i6W","r2q1rk1/pb2bp1R/1p1pp1p1/3n2B1/3N4/2P5/PPB1QPPP/R5K1 b - - 0 19","g8h7 e2h5 h7g8 c2g6 f7g6 h5g6","1625","74","100","503","crushing deflection long middlegame pin","https://lichess.org/gqz1zKGI/black#38","",""
"wrote","1","2162","e","exact","Hzrje","r1b1k2N/ppppq1pp/8/2b5/3p1PQ1/1Bn5/PPP3PP/RNB1K2R w KQq - 1 11","e1d2 e7e3","1593","76","100","468","mate mateIn1 middlegame oneMove","https://lichess.org/gJiGVI3S#21","Scotch_Game Scotch_Game_Scotch_Gambit",""
"clock","2","2161","cc","exact","7NEbi","8/3r1pp1/1Rp4p/8/2K5/k4P2/6PP/8 b - - 3 30","d7d2 c4c3 d2c2 c3c2","1599","74","100","1055","crushing endgame rookEndgame short","https://lichess.org/eVdGhSIW/black#60","",""
"tilde","2","2160","de","exact","BnQgM","3r3r/1p3p2/p2Npk1p/2n3p1/6P1/2P5/PP5P/3RR1K1 b - - 7 30","d8d7 d6e4 f6e7 e4c5","1601","75","100","873","advantage endgame short","https://lichess.org/d74z56eJ/black#60","",""
"store","1","2159","e","exact","SZ0CE","r2rn1k1/pp4pp/4R1n1/3q1N2/8/1B3Q2/PP3PPP/R5K1 b - - 2 24","d5f3 e6e8","1607","76","100","1741","doubleCheck kingsideAttack master mate mateIn1 middlegame oneMove","https://lichess.org/Gbm8cb5w/black#48","",""
"prove","1","2158","e","exact","vOr5v","6k1/1p3pp1/6q1/8/P7/2P2RKP/1P1Q1R2/4r3 w - - 1 44","g3f4 e1e4","1608","77","100","451","endgame mate mateIn1 oneMove","https://lichess.org/p4glyQ7H#87","",""
"bring","2","2157","bg","exact","z00uI","4r2k/Q1pq1p2/2p2Pp1/P2p4/3P2pB/2P2R1P/1r6/R5K1 w - - 0 29","f3f2 b2f2 h4f2 g4h3","1599","74","100","333","crushing middlegame short","https://lichess.org/arORmOSG#57","",""
"solve","1","2156","e","exact","6ktK2","8/p1p2r1p/1p5k/4Q3/5rPK/P1P4P/8/8 b - - 3 47","h6g6 e5g5","1591","77","100","1115","endgame mate mateIn1 oneMove queenRookEndgame","https://lichess.org/P14TmepJ/black#94","",""
"cheat","4","2155","chea","exact","nOJNk","1r5r/Q3kpp1/3qp2p/2N5/1nPP1b1P/p4P2/P4P2/K2R3R b - - 6 31","e7f6 c5e4 f6g6 h4h5 g6h7 e4f6 g7f6 a7f7","2465","84","96","2680","epauletteMate mate mateIn4 middlegame sacrifice veryLong","https://lichess.org/VrayOsCW/black#62","",""
"grime","2","2154","ge","exact","DVJbV","6k1/p1q2pp1/7p/3Q4/8/1P4r1/PBPPr2P/4RRK1 w - - 0 26","g1h1 g3g1 f1g1 e2h2","1602","77","100","196","mate mateIn2 middlegame sacrifice short","https://lichess.org/as3thTMD#51","",""
"exult","1","2153","e","exact","1DEeE","3r3k/6p1/p6p/1p1r4/8/1QR3B1/P3qP1P/3R3K w - - 0 32","d1d5 e2f1","1590","76","100","406","endgame mate mateIn1 oneMove","https://lichess.org/KXfJ8dSU#63","",""
"usher","2","2152","he","exact","gmnrL","6k1/p7/1p2q1p1/2p3Qp/3B1pP1/P4P1K/1P2r3/5R2 w - - 0 45","d4f6 h5g4 g5g4 e6f6","1602","74","100","274","advantage endgame short","https://lichess.org/D21qRtIG#89","",""
"epoch","3","2151","ech","exact","vzncW","r3r1k1/pbp2pp1/1p1pq2p/4P3/8/1PBQ2RP/P5P1/4R2K b - - 0 23","a8d8 e5d6 e6e1 c3e1 e8e1 h1h2","1649","77","100","1031","advantage long middlegame","https://lichess.org/I3a8CUgA/black#46","",""
"triad","2","2150","ad","exact","8EM9h","2k2br1/4p2p/1Q1nP1p1/8/q7/N1p2B2/1P1P1PPP/r1B1R1K1 w - - 2 26","a3b5 a4b5 b6b5 d6b5","1597","201","100","19","middlegame","https://lichess.org/BEz1OluW#51","",""
"break","3","2149","bea","exact","I9kvC","6k1/1p3pp1/1B5p/2P2B2/3p4/3P3P/1q2rbP1/R4QK1 w - - 0 38","f1f2 b2a1 f2f1 e2e1 f1e1 a1e1","1595","76","100","766","crushing endgame hangingPiece long pin","https://lichess.org/0jKQZrgk#75","",""
"rhino","1","2148","h","exact","KqBkt","3brr1k/pp1q3p/4R1pQ/2pB4/2Pp2P1/1P5P/P4P2/4R1K1 b - - 4 33","e8e6 h6f8","1600","80","100","845","hangingPiece kingsideAttack mate mateIn1 middlegame oneMove","https://lichess.org/GRcBWSgl/black#66","",""
"viral","1","2147","a","exact","RcjZQ","kQ2r1nr/P1p2p2/8/3q3p/2N5/7P/5PP1/bR4K1 b - - 5 28","e8b8 a7b8q","1587","75","100","1156","advancedPawn mate mateIn1 middlegame oneMove promotion","https://lichess.org/ocvqSH50/black#56","",""
"conic","2","2146","cc","exact","WNpiL","3r2k1/1p3pp1/p3p1p1/8/1b2n3/1B3N1P/PP3PP1/2R3K1 b - - 0 24","b7b6 c1c4 b4e7 c4e4","1599","74","100","434","advantage endgame fork short","https://lichess.org/ErhEGpnM/black#48","",""
"masse","2","2145","ae","exact","yMzSP","6k1/1p2r1p1/2p5/4Pp2/2bP3R/2N4R/5KPP/r7 w - f6 0 31","e5f6 a1f1 f2g3 e7e3","1592","76","100","688","crushing endgame short","https://lichess.org/4cMxoUS1#61","",""
"sonic","1","2144","c","exact","NlN9W","r5r1/2Q1kpp1/p5q1/3p4/3P3p/1P5P/P2PB1P1/R4K2 b - - 7 33","e7f6 c7e5","1604","78","100","291","dovetailMate endgame mate mateIn1 oneMove","https://lichess.org/LSKg1JAg/black#66","",""
"vital","1","2143","a","exact","HKTdg","R7/P6k/7P/5p2/8/3pp1P1/r7/4K3 w - - 0 52","a8d8 a2a1","1582","76","100","281","endgame mate mateIn1 oneMove rookEndgame","https://lichess.org/fgzvdo7x#103","",""
"trace","3","2142","ace","exact","p6nKj","r3k1n1/8/q3p1pp/2PpQp2/8/P3B2P/1P3PP1/2KR4 w q - 2 29","d1d5 a6c4 c1d2 c4d5 e5d5 e6d5","1600","75","100","154","advantage endgame long queensideAttack","https://lichess.org/PoWAloew#57","",""
"using","1","2141","g","exact","fDPZ5","r3r1k1/pp3ppp/2p5/3p4/3P2b1/4q1P1/PP1NBK1P/2RQR3 w - - 0 18","f2f1 g4h3","1597","77","100","1842","mate mateIn1 middlegame oneMove","https://lichess.org/DAFJfcCA#35","Queens_Gambit_Declined Queens_Gambit_Declined_Orthodox_Defense",""
"peach","4","2140","each","exact","Z7bzX","3r3r/Bpk2ppp/1Npb1n2/4q3/1P2P2P/P4P1B/2Q2P2/R3K2R w KQ - 3 20","b6c4 e5a1 e1e2 a1h1 a7b6 c7b8 c2a4 h1h3","1435","77","94","3817","advantage hangingPiece middlegame skewer veryLong","https://lichess.org/LwI3TpDf#39","",""
"champ","3","2139","cha","exact","PKhlA","r1bq1r1k/pp5p/2n1p3/3pP3/2pP1p2/1PP2P1Q/P1BN3P/R1B1bN1K b - - 0 20","d8e7 c1a3 e7h4 h3h4 e1h4 a3f8","1605","75","100","502","advantage long middlegame","https://lichess.org/rLSSIaoW/black#40","",""
"baton","2","2138","ba","exact","CKImX","7k/4B1p1/5p1p/4p3/pP2Q3/1q1P2PP/5P2/6K1 w - - 0 40","e4c4 b3c4 d3c4 a4a3","1601","76","100","1124","advantage endgame short","https://lichess.org/vHZ0ovpP#79","",""
"brake","3","2137","bae","exact","apuBh","2R5/6kp/1b6/3B4/4p3/1P3p2/4p2P/4K3 w - - 0 42","d5e4 b6a5 b3b4 a5b4 e1f2 e2e1q","1620","75","100","206","advancedPawn crushing endgame exposedKing long promotion","https://lichess.org/9iKKFS85#83","",""
"pluck","1","2136","c","exact","fLEZM","r2qkbnr/5ppp/p1Bp4/1p2p3/3NP3/2N5/PPPP1PPP/R1Bb1RK1 b kq - 0 10","e8e7 c3d5","1604","85","100","110","opening","https://lichess.org/0ntbo4Px/black#20","Ruy_Lopez Ruy_Lopez_Morphy_Defense",""
"craze","3","2135","cae","exact","dAs8A","q3r1k1/5pp1/2r1p2p/4P3/P1BPnb1P/1P6/1BK1QP2/6RR w - - 3 28","e2g4 c6c4 b3c4 a8a4 c2d3 e4f2","1609","75","100","973","crushing deflection long middlegame","https://lichess.org/gE2TpMh0#55","",""
"gripe","2","2134","ge","exact","GlAbs","4r3/pp6/2p2pk1/6p1/2KP1n2/P5N1/1P3P2/6R1 b - - 1 34","f4e2 g1e1 e2g3 e1e8","1602","75","100","878","advantage endgame short","https://lichess.org/DBKlqsip/black#68","",""
"weary","2","2133","ea","exact","h5yB0","5k2/1b5p/3q2p1/2QPb3/Np3n2/1P5P/5PP1/4R1K1 b - - 2 31","b7d5 e1e5 d6c5 a4c5","1604","74","100","372","advantage middlegame pin short","https://lichess.org/85ROKdzl/black#62","",""
"picky","1","2132","c","exact","70jaM","2krr3/p5pp/4bp2/2R5/5B2/6P1/P4PP1/5RK1 b - - 0 23","c8d7 c5c7","1605","77","100","247","endgame mate mateIn1 oneMove","https://lichess.org/wmrxffxI/black#46","",""
"acute","3","2131","ace","exact","OZSrc","R1k3rr/2p2p2/1n2p3/1p2N3/2pP1P2/2P3Pq/2Q4P/R5K1 b - - 2 27","b6a8 a1a8 c8b7 c2e4 c7c6 e4c6","1604","77","100","1038","long mate mateIn3 middlegame queensideAttack","https://lichess.org/ZZtBvaJB/black#54","",""
"ferry","2","2130","fe","exact","q9QG1","8/pp3pk1/2p1r1p1/6qp/4pR2/2P1QP1P/PP3K2/8 b - - 2 39","e4f3 f4f7 g7f7 e3g5","1599","75","100","746","advantage discoveredAttack endgame short","https://lichess.org/dTluXIUa/black#78","",""
"aside","3","2129","ade","exact","sIMce","8/3k4/p2p1p2/1p1K2Pp/2p2P1P/P1P5/8/8 w - - 0 39","g5f6 a6a5 f6f7 d7e7 f7f8q e7f8","1580","76","100","264","crushing endgame long pawnEndgame quietMove","https://lichess.org/2pR4fl1J#77","",""
"tapir","1","2128","a","exact","h0H0M","r4rk1/pp5p/2p2bb1/8/8/1PB1P1Q1/q1PP3P/2KR2NR w - - 0 22","c3f6 a2c2","1619","94","100","66","middlegame","https://lichess.org/qQKBAMXd#43","",""
"unify","1","2127","f","exact","e8YTE","5Q2/2p5/2pkp1Bp/p5pP/3P2P1/8/1q3PK1/7r b - - 2 33","d6d5 f8c5","1602","76","100","435","endgame master mate mateIn1 oneMove","https://lichess.org/QPme7hiZ/black#66","",""
"rebus","2","2126","eb","exact","Czk2W","6rk/4r1p1/p2p3p/1p2p3/3pPnqN/1Q1P1PP1/PP3K2/2R1R3 b - - 2 28","g4h3 e1h1 f4d3 b3d3","1597","76","100","427","advantage middlegame short","https://lichess.org/RwSKxFZs/black#56","",""
"boost","1","2125","b","exact","znrTn","1r5k/6pp/2P2p2/3Qp3/1q1pP1P1/5N1P/5P2/2KR3R w - - 0 29","c1c2 b4c3","1602","75","100","2128","endgame mate mateIn1 oneMove","https://lichess.org/3XHZmAKO#57","",""
"siege","3","2124","ege","exact","Nhbqw","r6k/1p4p1/p7/P3q2p/1P6/3Q2nP/5NP1/2BR2K1 w - - 5 30","d1d2 e5e1 g1h2 g3f1 d3f1 e1f1","1596","75","100","247","advantage fork long middlegame","https://lichess.org/NlmE9Jj5#59","",""
"tiger","2","2123","ge","exact","r0jSV","r1bk2nr/p1p1q1pp/2p5/3pb2Q/8/1P2P3/PBPP2PP/RN2K2R w KQ - 2 11","b2e5 g7g6 h5e2 e7e5","1598","74","100","1222","advantage middlegame short","https://lichess.org/u8XNTf4P#21","Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation",""
"banal","3","2122","baa","exact","WRZP9","8/5pk1/PR4p1/8/8/1P4r1/1KP5/5b2 b - - 0 39","f7f5 b6b7 g7h6 a6a7 f1g2 a7a8q","1602","107","100","28","endgame","https://lichess.org/GKqKsTAO/black#78","",""
"crank","2","2121","ca","exact","8CZCD","2r2k2/p4pb1/1p2p1p1/8/q1b1BQ2/P1P5/1P3PPP/1K1RR3 w - - 3 26","e4c2 c4a2 b1a2 a4f4","1605","74","100","227","advantage discoveredAttack middlegame short","https://lichess.org/o53RHQHN#51","",""
"gorge","3","2120","gge","exact","QR1tQ","8/2Q3bk/4p1p1/7p/8/5PBq/1r3P2/4R1K1 b - - 1 36","h3f5 g3e5 f5g5 g1f1 g5e5 e1e5","1606","75","100","755","crushing defensiveMove endgame long pin","https://lichess.org/Bu4fXCan/black#72","",""
"query","1","2119","e","exact","Di205","6b1/8/5k1K/N1p4P/P7/1PP1n3/5N2/8 w - - 9 60","b3b4 e3f5","1610","75","100","284","endgame mate mateIn1 oneMove","https://lichess.org/qrqHDVgu#119","",""
"drink","1","2118","d","exact","xivJI","4b3/8/6p1/2p1N2p/3nPK1P/3P2PB/5k2/8 w - - 9 47","g3g4 d4e6","1606","75","100","1462","endgame master mate mateIn1 oneMove","https://lichess.org/kqUrzWAd#93","",""
"favor","2","2117","fa","exact","kI6xU","8/6p1/8/Q2k2p1/3q4/3p2PP/5PK1/8 b - - 7 58","d5e4 f2f3 e4e3 a5e1","1603","76","100","184","endgame mate mateIn2 queenEndgame short","https://lichess.org/0RHWf7jq/black#116","",""
